instance_path,split,index_in_split,filename
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_749_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,748,cpbsd_instance_749_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_750_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,749,cpbsd_instance_750_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_751_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,750,cpbsd_instance_751_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_752_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,751,cpbsd_instance_752_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_753_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,752,cpbsd_instance_753_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_754_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,753,cpbsd_instance_754_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_755_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,754,cpbsd_instance_755_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_756_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,755,cpbsd_instance_756_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_757_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,756,cpbsd_instance_757_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_758_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,757,cpbsd_instance_758_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_759_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,758,cpbsd_instance_759_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_760_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,759,cpbsd_instance_760_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_761_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,760,cpbsd_instance_761_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_762_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,761,cpbsd_instance_762_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_763_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,762,cpbsd_instance_763_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_764_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,763,cpbsd_instance_764_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_765_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,764,cpbsd_instance_765_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_766_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,765,cpbsd_instance_766_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_767_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,766,cpbsd_instance_767_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_768_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,767,cpbsd_instance_768_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_769_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,768,cpbsd_instance_769_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_770_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,769,cpbsd_instance_770_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_771_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,770,cpbsd_instance_771_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_772_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,771,cpbsd_instance_772_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_773_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,772,cpbsd_instance_773_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_774_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,773,cpbsd_instance_774_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_775_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,774,cpbsd_instance_775_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_776_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,775,cpbsd_instance_776_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_777_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,776,cpbsd_instance_777_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_778_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,777,cpbsd_instance_778_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_779_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,778,cpbsd_instance_779_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_780_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,779,cpbsd_instance_780_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_781_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,780,cpbsd_instance_781_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_782_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,781,cpbsd_instance_782_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_783_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,782,cpbsd_instance_783_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_784_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,783,cpbsd_instance_784_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_785_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,784,cpbsd_instance_785_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_786_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,785,cpbsd_instance_786_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_787_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,786,cpbsd_instance_787_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_788_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,787,cpbsd_instance_788_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_789_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,788,cpbsd_instance_789_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_790_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,789,cpbsd_instance_790_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_791_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,790,cpbsd_instance_791_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_792_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,791,cpbsd_instance_792_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_793_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,792,cpbsd_instance_793_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_794_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,793,cpbsd_instance_794_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_795_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,794,cpbsd_instance_795_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_796_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,795,cpbsd_instance_796_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_797_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,796,cpbsd_instance_797_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_798_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,797,cpbsd_instance_798_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_799_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,798,cpbsd_instance_799_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_800_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,799,cpbsd_instance_800_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_801_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,800,cpbsd_instance_801_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_802_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,801,cpbsd_instance_802_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_803_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,802,cpbsd_instance_803_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_804_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,803,cpbsd_instance_804_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_805_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,804,cpbsd_instance_805_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_806_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,805,cpbsd_instance_806_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_807_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,806,cpbsd_instance_807_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_808_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,807,cpbsd_instance_808_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_809_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,808,cpbsd_instance_809_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_810_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,809,cpbsd_instance_810_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_811_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,810,cpbsd_instance_811_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_812_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,811,cpbsd_instance_812_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_813_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,812,cpbsd_instance_813_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_814_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,813,cpbsd_instance_814_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_815_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,814,cpbsd_instance_815_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_816_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,815,cpbsd_instance_816_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_817_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,816,cpbsd_instance_817_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_818_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,817,cpbsd_instance_818_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_819_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,818,cpbsd_instance_819_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_820_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,819,cpbsd_instance_820_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_821_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,820,cpbsd_instance_821_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_822_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,821,cpbsd_instance_822_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_823_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,822,cpbsd_instance_823_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_824_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,823,cpbsd_instance_824_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_825_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,824,cpbsd_instance_825_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_826_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,825,cpbsd_instance_826_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_827_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,826,cpbsd_instance_827_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_828_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,827,cpbsd_instance_828_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_829_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,828,cpbsd_instance_829_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_830_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,829,cpbsd_instance_830_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_831_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,830,cpbsd_instance_831_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_832_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,831,cpbsd_instance_832_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_833_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,832,cpbsd_instance_833_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_834_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,833,cpbsd_instance_834_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_835_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,834,cpbsd_instance_835_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_836_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,835,cpbsd_instance_836_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_837_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,836,cpbsd_instance_837_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_838_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,837,cpbsd_instance_838_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_839_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,838,cpbsd_instance_839_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_840_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,839,cpbsd_instance_840_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_841_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,840,cpbsd_instance_841_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_842_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,841,cpbsd_instance_842_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_843_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,842,cpbsd_instance_843_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_844_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,843,cpbsd_instance_844_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_845_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,844,cpbsd_instance_845_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_846_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,845,cpbsd_instance_846_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_847_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,846,cpbsd_instance_847_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_848_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,847,cpbsd_instance_848_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_849_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,848,cpbsd_instance_849_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_850_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,849,cpbsd_instance_850_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_851_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,850,cpbsd_instance_851_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_852_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,851,cpbsd_instance_852_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_853_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,852,cpbsd_instance_853_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_854_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,853,cpbsd_instance_854_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_855_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,854,cpbsd_instance_855_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_856_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,855,cpbsd_instance_856_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_857_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,856,cpbsd_instance_857_N5_K50_normal_rho0.0_full_random_corr.msgpack
